policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
198181,FL,VOLUSIA COUNTY,0,214644.01,0,0,214644.01,194898.9,0,0,0,0,28.9793,-80.9141,Residential,Wood,4
631473,FL,VOLUSIA COUNTY,0,390014.19,0,0,390014.19,401839.42,0,0,0,0,28.9793,-80.9141,Residential,Masonry,4
889016,FL,VOLUSIA COUNTY,0,0,166500,0,166500,242577.18,0,0,0,0,28.97228,-80.89824,Residential,Wood,3
303031,FL,VOLUSIA COUNTY,0,940344.93,0,0,940344.93,951158.9,0,0,0,0,28.992743,-80.90477,Residential,Masonry,1
377542,FL,VOLUSIA COUNTY,0,974771.5,0,0,974771.5,1419427.16,0,0,0,0,28.972261,-80.897629,Residential,Masonry,3
951489,FL,VOLUSIA COUNTY,0,51624.14,0,0,51624.14,72480.29,0,0,0,0,28.99311,-80.90409,Residential,Wood,1
686879,FL,VOLUSIA COUNTY,0,66945.29,0,0,66945.29,81555.43,0,0,0,0,28.9793,-80.9141,Residential,Wood,4
801049,FL,VOLUSIA COUNTY,0,4801.05,0,0,4801.05,6464.13,0,0,0,0,28.98004,-80.90291,Residential,Wood,3
173960,FL,VOLUSIA COUNTY,0,79074.72,0,0,79074.72,95050.97,0,0,0,0,28.99243,-80.90686,Residential,Wood,1
488330,FL,VOLUSIA COUNTY,0,54212.08,0,0,54212.08,54016.05,0,0,0,0,28.979616,-80.902916,Residential,Wood,1
237875,FL,VOLUSIA COUNTY,0,436170.11,0,0,436170.11,329304.95,0,0,0,0,28.992571,-80.905548,Residential,Masonry,1
593377,FL,VOLUSIA COUNTY,0,320967.48,0,0,320967.48,341060.04,0,0,0,0,28.980595,-80.904343,Residential,Wood,1
130913,FL,VOLUSIA COUNTY,0,124308.68,0,0,124308.68,167536.28,0,0,0,0,28.976618,-80.898064,Residential,Wood,3
125769,FL,VOLUSIA COUNTY,0,87947.33,0,0,87947.33,111027.88,0,0,0,0,28.9793,-80.9141,Residential,Wood,1
947936,FL,VOLUSIA COUNTY,0,368853.36,0,0,368853.36,346167.4,0,0,0,0,28.9793,-80.9141,Residential,Masonry,3
877888,FL,VOLUSIA COUNTY,0,70095.48,0,0,70095.48,77965.8,0,0,0,0,28.98497,-80.922554,Residential,Wood,1
163808,FL,VOLUSIA COUNTY,0,1153817.48,0,0,1153817.48,1369004.44,0,0,0,0,28.980055,-80.941175,Residential,Masonry,3
631628,FL,VOLUSIA COUNTY,0,78558.47,0,0,78558.47,137723.53,0,0,0,0,28.993643,-80.919189,Residential,Wood,4
175071,FL,VOLUSIA COUNTY,0,70095.48,0,0,70095.48,56383.68,0,0,0,0,28.990973,-80.903534,Residential,Wood,1
836122,FL,VOLUSIA COUNTY,0,65632.24,0,0,65632.24,75532.73,0,0,0,0,28.9474,-80.9545,Residential,Wood,1
118326,FL,VOLUSIA COUNTY,0,65632.24,0,0,65632.24,92658.02,0,0,0,0,28.9474,-80.9545,Residential,Wood,1
394507,FL,VOLUSIA COUNTY,0,65632.24,0,0,65632.24,54973.96,0,0,0,0,28.9474,-80.9545,Residential,Wood,1
386841,FL,VOLUSIA COUNTY,0,65632.24,0,0,65632.24,51850.78,0,0,0,0,28.9474,-80.9545,Residential,Wood,1
923423,FL,VOLUSIA COUNTY,0,5303.82,0,0,5303.82,4507.8,0,0,0,0,28.9474,-80.9545,Residential,Wood,1
987709,FL,VOLUSIA COUNTY,0,70095.48,0,0,70095.48,107509.93,0,0,0,0,28.97276,-80.901175,Residential,Wood,3
830445,FL,VOLUSIA COUNTY,0,32554.63,0,0,32554.63,38269.24,0,0,0,0,28.98921,-80.90169,Residential,Wood,1
346459,FL,VOLUSIA COUNTY,0,28056.6,0,0,28056.6,34839.48,0,0,0,0,28.98921,-80.90169,Residential,Wood,1
974850,FL,VOLUSIA COUNTY,0,11671.54,0,0,11671.54,19359.59,0,0,0,0,28.98921,-80.90169,Residential,Wood,1
766613,FL,VOLUSIA COUNTY,0,89781.11,0,0,89781.11,90867.28,0,0,0,0,28.95587,-80.942325,Residential,Wood,3
852166,FL,VOLUSIA COUNTY,0,193814.98,0,0,193814.98,209610.9,0,0,0,0,28.985897,-80.909035,Residential,Wood,1
299070,FL,VOLUSIA COUNTY,0,16277.32,0,0,16277.32,22548.64,0,0,0,0,28.985897,-80.909035,Residential,Wood,1
538968,FL,VOLUSIA COUNTY,0,76313.95,0,0,76313.95,92437.56,0,0,0,0,28.985897,-80.909035,Residential,Wood,1
906899,FL,VOLUSIA COUNTY,0,501168.27,0,0,501168.27,529137.47,0,0,0,0,28.985458,-80.911797,Residential,Masonry,1
142191,FL,VOLUSIA COUNTY,0,643822.6,0,0,643822.6,639084.07,0,0,0,0,28.985458,-80.911797,Residential,Masonry,1
115095,FL,VOLUSIA COUNTY,0,212524.24,0,0,212524.24,207779.85,0,0,0,0,28.985458,-80.911797,Residential,Wood,1
285481,FL,VOLUSIA COUNTY,0,2922829.74,0,0,2922829.74,4249490.46,0,0,0,0,28.985458,-80.911797,Commercial,Reinforced Masonry,1
521069,FL,VOLUSIA COUNTY,0,501168.27,0,0,501168.27,536196.43,0,0,0,0,28.985458,-80.911797,Residential,Masonry,1
302050,FL,VOLUSIA COUNTY,0,53162.76,0,0,53162.76,64194.04,0,0,0,0,28.985458,-80.911797,Residential,Wood,1
418004,FL,VOLUSIA COUNTY,0,687565.08,0,0,687565.08,1097209.49,0,0,0,0,28.985458,-80.911797,Residential,Masonry,1
652006,FL,VOLUSIA COUNTY,0,84009.31,0,0,84009.31,117965.87,0,0,0,0,28.980055,-80.941175,Residential,Wood,3
711676,FL,VOLUSIA COUNTY,0,429760.86,0,0,429760.86,629004.88,0,0,0,0,28.972184,-80.897227,Residential,Masonry,4
674505,FL,VOLUSIA COUNTY,0,329474.24,0,0,329474.24,336390.56,0,0,0,0,28.972184,-80.897227,Residential,Wood,4
397466,FL,VOLUSIA COUNTY,0,216324.22,0,0,216324.22,200592.26,0,0,0,0,28.972184,-80.897227,Residential,Wood,4
390534,FL,VOLUSIA COUNTY,0,54212.08,0,0,54212.08,59515.11,0,0,0,0,28.983065,-80.913745,Residential,Wood,3
537005,FL,VOLUSIA COUNTY,0,134671.67,0,0,134671.67,122416.55,0,0,0,0,28.9793,-80.9141,Residential,Wood,4
386449,FL,VOLUSIA COUNTY,0,529200.9,0,529200.9,529200.9,566880,0,0,0,0,29.00278,-80.91412,Residential,Masonry,1
498793,FL,MARION COUNTY,32130,32130,32130,32130,32130,47141.14,0,0,0,0,29.364725,-81.964935,Residential,Wood,1
469770,FL,MARION COUNTY,0,273331.86,0,0,273331.86,469780.12,0,0,0,0,29.3705,-81.8472,Residential,Wood,4
516858,FL,MARION COUNTY,0,5611.32,0,0,5611.32,8644.84,0,0,0,0,29.3705,-81.8472,Residential,Wood,4
442421,FL,MARION COUNTY,0,76079.39,0,0,76079.39,101839.88,0,0,0,0,29.3705,-81.8472,Residential,Wood,4
957688,FL,MARION COUNTY,0,201193.86,0,0,201193.86,241017.37,0,0,0,0,29.495094,-81.980469,Residential,Wood,3
848578,FL,MARION COUNTY,0,104849.75,0,0,104849.75,80346.36,0,0,0,0,29.495094,-81.980469,Residential,Wood,3
860584,FL,MARION COUNTY,0,111583.33,0,0,111583.33,83679.13,0,0,0,0,29.495094,-81.980469,Residential,Wood,3
510384,FL,MARION COUNTY,0,41491.22,0,0,41491.22,50059.16,0,0,0,0,29.495094,-81.980469,Residential,Wood,3
869562,FL,MARION COUNTY,0,23607.94,0,0,23607.94,22105.53,0,0,0,0,29.363754,-81.967361,Residential,Wood,1
495308,FL,MARION COUNTY,0,57735.99,0,0,57735.99,84060.6,0,0,0,0,29.365946,-81.740501,Residential,Wood,3
835948,FL,FLAGLER COUNTY,1267496.1,1267496.1,1267496.1,1267496.1,1267496.1,2119577.96,0,0,0,0,29.46735,-81.12356,Residential,Masonry,1
670807,FL,FLAGLER COUNTY,229050,229050,229050,229050,229050,272777.94,0,0,0,0,29.46792,-81.12383,Residential,Wood,1
794160,FL,FLAGLER COUNTY,0,790584.3,0,790584.3,790584.3,1152624.47,0,0,0,0,29.48631,-81.13148,Residential,Masonry,1
172922,FL,FLAGLER COUNTY,328462.2,328462.2,0,0,328462.2,536586.36,0,0,0,0,29.4678,-81.14326,Residential,Wood,1
569262,FL,FLAGLER COUNTY,0,2835785.66,0,0,2835785.66,4001860.72,0,0,0,0,29.431953,-81.154495,Commercial,Reinforced Masonry,1
104983,FL,FLAGLER COUNTY,0,8516440.8,0,8516440.8,8516440.8,12240000,0,0,0,0,29.4772,-81.14944,Commercial,Reinforced Masonry,3
116673,FL,FLAGLER COUNTY,0,201339.27,0,0,201339.27,303619.62,0,0,0,0,29.4664,-81.1339,Residential,Wood,4
112835,FL,FLAGLER COUNTY,0,59749.33,0,0,59749.33,104007.57,0,0,0,0,29.476641,-81.14576,Residential,Wood,1
